Customer ID,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Age,Location,Gender,Purchased
98,100,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly,56,2,2,Blouse
98,96,S,Indigo,Fall,4,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,56,2,2,Blouse
99,99,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,62,8,2,Blouse
99,91,L,Black,Winter,4,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,62,8,2,Shirt
99,30,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly,62,8,2,Dress
99,65,L,Teal,Summer,3.7,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,62,8,2,Shirt
99,93,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20,Venmo,Weekly,62,8,2,Belt
99,81,M,White,Fall,3.3,Yes,Express,Yes,Yes,48,Venmo,Every 3 Months,62,8,2,Pants
99,81,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29,Venmo,Weekly,62,8,2,Jewelry
99,52,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,PayPal,Monthly,62,8,2,Sunglasses
99,88,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly,62,8,2,Shirt
99,24,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,PayPal,Weekly,62,8,2,Jeans
99,51,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,62,8,2,Backpack
99,38,S,Peach,Fall,5,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly,62,8,2,Backpack
99,46,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,62,8,2,Shirt
99,63,L,Teal,Summer,4.6,Yes,Express,Yes,Yes,6,Cash,Every 3 Months,62,8,2,Dress
99,72,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,62,8,2,Pants
99,39,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,62,8,2,Jeans
99,42,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,62,8,2,Belt
99,76,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,62,8,2,Sweater
99,66,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually,62,8,2,Sneakers
99,90,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,62,8,2,Pants
99,56,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly,62,8,2,Sweater
100,43,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,25,7,2,Jewelry
100,84,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly,25,7,2,Pants
100,88,M,Gray,Summer,4.8,Yes,Standard,Yes,Yes,30,Debit Card,Bi-Weekly,25,7,2,Pants
100,88,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,25,7,2,Dress
101,42,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually,36,8,1,Belt
101,73,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly,36,8,1,Pants
101,73,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,36,8,1,Dress
101,44,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,36,8,1,Shirt
101,63,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,36,8,1,Belt
101,68,L,Red,Winter,4.4,Yes,Store Pickup,Yes,Yes,22,Credit Card,Quarterly,36,8,1,Pants
102,29,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,32,Venmo,Weekly,37,9,2,Sweater
102,85,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,40,PayPal,Annually,37,9,2,Shirt
102,42,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly,37,9,2,Sneakers
102,69,M,Silver,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly,37,9,2,Belt
102,62,M,Black,Fall,3.9,Yes,Standard,Yes,Yes,11,Debit Card,Weekly,37,9,2,Shirt
102,48,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,37,9,2,Backpack
102,68,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,42,Debit Card,Weekly,37,9,2,Belt
102,36,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,37,9,2,Pants
103,63,S,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31,Venmo,Fortnightly,34,7,1,Dress
103,39,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly,34,7,1,Sneakers
103,78,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly,34,7,1,Belt
103,99,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Monthly,34,7,1,Shirt
103,31,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months,34,7,1,Sweater
104,45,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,70,7,2,Belt
104,30,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8,PayPal,Fortnightly,70,7,2,Pants
104,24,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,70,7,2,Shirt
104,22,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,Yes,26,PayPal,Annually,70,7,2,Shirt
104,63,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly,70,7,2,Sweater
105,40,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,57,1,1,Pants
106,20,M,Magenta,Spring,5,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly,63,8,1,Shirt
106,20,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,Yes,31,PayPal,Quarterly,63,8,1,Jewelry
106,80,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,Yes,17,Debit Card,Weekly,63,8,1,Sweater
106,87,M,Teal,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,22,Venmo,Annually,63,8,1,Shirt
106,46,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,Yes,8,PayPal,Annually,63,8,1,Shirt
106,49,L,Peach,Winter,3.3,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly,63,8,1,Blouse
107,65,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,Yes,45,Venmo,Annually,66,6,1,Pants
107,62,S,Olive,Winter,4.3,Yes,Standard,Yes,Yes,47,PayPal,Quarterly,66,6,1,Shirt
107,67,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,Yes,7,Cash,Monthly,66,6,1,Dress
108,41,L,Indigo,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly,51,7,1,Pants
108,49,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,44,Cash,Every 3 Months,51,7,1,Belt
108,100,M,Beige,Fall,2.9,Yes,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months,51,7,1,Blouse
108,54,L,Blue,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Quarterly,51,7,1,Belt
108,84,M,White,Spring,3.9,Yes,Free Shipping,Yes,Yes,20,Debit Card,Quarterly,51,7,1,Sunglasses
108,41,L,Gold,Winter,3.5,Yes,Standard,Yes,Yes,50,Bank Transfer,Annually,51,7,1,Shirt
108,88,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,37,Cash,Quarterly,51,7,1,Blouse
109,40,M,Orange,Spring,4.9,Yes,Express,Yes,Yes,5,PayPal,Quarterly,57,4,1,Belt
109,39,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,Yes,44,PayPal,Annually,57,4,1,Shirt
109,37,M,Cyan,Spring,3.2,Yes,Next Day Air,Yes,Yes,41,Debit Card,Monthly,57,4,1,Belt
109,52,S,Red,Winter,4.9,Yes,Standard,Yes,Yes,19,Cash,Monthly,57,4,1,Pants
109,23,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,57,4,1,Sweater
109,88,S,Beige,Winter,3.2,Yes,Express,Yes,Yes,40,Cash,Annually,57,4,1,Sneakers
109,84,M,Orange,Fall,3.7,Yes,Standard,Yes,Yes,6,Credit Card,Monthly,57,4,1,Shirt
109,37,XL,Magenta,Winter,3.2,Yes,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly,57,4,1,Belt
109,51,L,Purple,Fall,3.4,Yes,Next Day Air,Yes,Yes,42,Cash,Weekly,57,4,1,Belt
111,76,L,Black,Winter,4.1,Yes,Express,Yes,Yes,35,Bank Transfer,Every 3 Months,46,3,1,Pants
111,60,L,Pink,Spring,4.5,Yes,Next Day Air,Yes,Yes,17,Debit Card,Weekly,46,3,1,Belt
111,72,L,Pink,Fall,4.5,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly,46,3,1,Blouse
111,45,L,Maroon,Spring,3.2,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Weekly,46,3,1,Sweater
112,84,S,Maroon,Fall,4.4,Yes,Store Pickup,Yes,Yes,16,Debit Card,Every 3 Months,23,1,1,Pants
113,49,S,Turquoise,Summer,3,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually,62,7,2,Blouse
113,22,XL,Green,Spring,3.2,Yes,Free Shipping,Yes,Yes,43,Cash,Weekly,62,7,2,Shirt
113,48,M,Violet,Winter,4,Yes,Store Pickup,Yes,Yes,49,Debit Card,Weekly,62,7,2,Belt
113,37,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,Yes,33,Cash,Every 3 Months,62,7,2,Dress
113,27,L,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,45,Cash,Bi-Weekly,62,7,2,Pants
113,79,XL,Teal,Spring,4.6,Yes,Next Day Air,Yes,Yes,35,Cash,Bi-Weekly,62,7,2,Belt
114,98,S,Red,Spring,4.3,Yes,Express,Yes,Yes,11,Credit Card,Monthly,38,8,1,Shirt
114,64,S,Yellow,Summer,3.3,Yes,Standard,Yes,Yes,30,Bank Transfer,Every 3 Months,38,8,1,Belt
114,32,L,Magenta,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,38,8,1,Belt
114,74,M,Brown,Winter,3.4,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,38,8,1,Pants
115,50,M,Blue,Winter,2.8,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,67,3,2,Pants
115,64,M,Black,Winter,4.6,Yes,Store Pickup,Yes,Yes,41,Debit Card,Every 3 Months,67,3,2,Backpack
115,29,S,Olive,Fall,3.6,Yes,Express,Yes,Yes,37,Venmo,Bi-Weekly,67,3,2,Backpack
115,62,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12,PayPal,Weekly,67,3,2,Belt
116,78,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,62,4,2,Belt
116,94,M,Peach,Fall,3.5,Yes,Express,Yes,Yes,18,Bank Transfer,Weekly,62,4,2,Sweater
116,59,M,White,Winter,3.2,Yes,Express,Yes,Yes,15,Credit Card,Quarterly,62,4,2,Sunglasses
117,47,M,Red,Summer,3,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly,62,6,2,Sneakers
117,57,M,White,Fall,4.8,Yes,Express,Yes,Yes,37,Venmo,Annually,62,6,2,Blouse
117,90,L,Indigo,Winter,5,Yes,Store Pickup,Yes,Yes,21,Cash,Fortnightly,62,6,2,Belt
117,60,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31,Debit Card,Weekly,62,6,2,Shirt
117,77,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43,Debit Card,Every 3 Months,62,6,2,Sneakers
117,41,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly,62,6,2,Pants
117,48,L,Red,Fall,3.3,Yes,Free Shipping,Yes,Yes,12,Debit Card,Annually,62,6,2,Jewelry
117,65,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25,PayPal,Fortnightly,62,6,2,Pants
117,62,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,40,Debit Card,Annually,62,6,2,Jeans
117,99,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly,62,6,2,Shirt
118,58,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30,Bank Transfer,Weekly,65,1,1,Pants
118,43,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10,Venmo,Weekly,65,1,1,Backpack
118,93,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly,65,1,1,Sneakers
118,50,S,Red,Winter,3,Yes,Next Day Air,Yes,Yes,24,Venmo,Fortnightly,65,1,1,Blouse
118,88,L,Red,Summer,4,Yes,Free Shipping,Yes,Yes,36,PayPal,Monthly,65,1,1,Pants
118,33,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Credit Card,Every 3 Months,65,1,1,Shirt
118,99,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20,Cash,Annually,65,1,1,Sweater
119,76,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37,Venmo,Weekly,53,5,1,Pants
119,97,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Annually,53,5,1,Pants
119,68,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,53,5,1,Pants
119,79,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,20,Bank Transfer,Bi-Weekly,53,5,1,Sneakers
119,86,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,38,PayPal,Monthly,53,5,1,Jeans
119,68,M,Black,Winter,5,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Every 3 Months,53,5,1,Dress
119,52,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,41,Venmo,Annually,53,5,1,Shirt
119,90,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,53,5,1,Belt
119,41,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,48,Credit Card,Annually,53,5,1,Belt
119,80,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,Yes,10,PayPal,Weekly,53,5,1,Sweater
120,100,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Every 3 Months,41,7,2,Sweater
120,77,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly,41,7,2,Pants
120,78,L,Yellow,Spring,4,Yes,Store Pickup,Yes,Yes,38,PayPal,Monthly,41,7,2,Shirt
121,94,M,White,Spring,4.7,Yes,Free Shipping,Yes,Yes,20,Debit Card,Monthly,54,3,2,Shirt
121,23,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Every 3 Months,54,3,2,Shirt
121,20,S,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,9,Venmo,Annually,54,3,2,Pants
121,86,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,48,Debit Card,Every 3 Months,54,3,2,Shirt
122,60,M,Violet,Fall,3,Yes,Standard,Yes,Yes,9,Debit Card,Quarterly,47,4,2,Belt
122,70,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,40,PayPal,Annually,47,4,2,Shirt
122,39,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,30,Venmo,Fortnightly,47,4,2,Belt
122,37,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly,47,4,2,Backpack
123,29,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,42,Venmo,Every 3 Months,59,1,2,Belt
124,35,S,Green,Winter,4.4,Yes,Store Pickup,Yes,Yes,9,PayPal,Every 3 Months,52,3,2,Belt
124,83,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,Yes,6,Debit Card,Monthly,52,3,2,Pants
124,77,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,47,PayPal,Quarterly,52,3,2,Shirt
124,37,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,36,Venmo,Annually,52,3,2,Shirt
124,69,L,Gold,Summer,3.4,Yes,Standard,Yes,Yes,19,Bank Transfer,Fortnightly,52,3,2,Jewelry
124,66,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months,52,3,2,Dress
124,26,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,27,Debit Card,Every 3 Months,52,3,2,Belt
124,63,M,Charcoal,Spring,5,Yes,2-Day Shipping,Yes,Yes,25,Venmo,Monthly,52,3,2,Dress
124,38,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,5,Cash,Fortnightly,52,3,2,Backpack
125,58,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,10,Cash,Every 3 Months,57,4,1,Shirt
125,46,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months,57,4,1,Pants
125,92,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months,57,4,1,Sunglasses
126,32,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Bank Transfer,Weekly,67,6,1,Dress
126,90,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,44,PayPal,Monthly,67,6,1,Pants
126,23,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,Yes,44,Cash,Monthly,67,6,1,Pants
126,25,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,67,6,1,Backpack
126,54,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly,67,6,1,Sweater
126,72,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months,67,6,1,Shirt
126,33,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Monthly,67,6,1,Pants
126,43,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33,Credit Card,Quarterly,67,6,1,Dress
127,51,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46,Cash,Bi-Weekly,46,9,2,Belt
127,85,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,21,Credit Card,Bi-Weekly,46,9,2,Jewelry
127,100,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23,Venmo,Annually,46,9,2,Belt
127,72,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months,46,9,2,Blouse
127,57,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2,Bank Transfer,Quarterly,46,9,2,Backpack
127,94,L,Cyan,Spring,4,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly,46,9,2,Pants
127,34,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months,46,9,2,Backpack
127,89,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months,46,9,2,Backpack
127,27,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,45,Credit Card,Weekly,46,9,2,Sunglasses
127,63,S,Peach,Spring,4,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly,46,9,2,Shirt
127,70,M,White,Fall,4.7,Yes,Standard,Yes,Yes,48,PayPal,Bi-Weekly,46,9,2,Shirt
128,87,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,PayPal,Annually,22,6,2,Pants
128,79,M,Red,Fall,4,Yes,Next Day Air,Yes,Yes,1,Venmo,Weekly,22,6,2,Jewelry
128,79,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,10,Venmo,Annually,22,6,2,Sunglasses
128,44,L,Black,Winter,4.1,Yes,Express,Yes,Yes,24,PayPal,Monthly,22,6,2,Belt
128,85,M,White,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly,22,6,2,Sweater
128,90,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually,22,6,2,Shirt
128,94,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Annually,22,6,2,Jewelry
128,68,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly,22,6,2,Belt
128,51,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19,Venmo,Fortnightly,22,6,2,Backpack
128,33,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,50,Debit Card,Quarterly,22,6,2,Belt
128,60,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,46,PayPal,Weekly,22,6,2,Sneakers
128,59,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly,22,6,2,Pants
129,30,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months,30,3,1,Pants
129,20,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly,30,3,1,Sweater
129,20,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Monthly,30,3,1,Belt
129,24,L,Olive,Spring,4,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,30,3,1,Dress
129,88,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly,30,3,1,Shirt
129,78,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months,30,3,1,Blouse
130,25,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly,46,8,2,Shirt
130,57,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months,46,8,2,Sweater
130,93,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly,46,8,2,Backpack
130,42,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15,Venmo,Bi-Weekly,46,8,2,Pants
130,54,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19,Venmo,Bi-Weekly,46,8,2,Belt
130,70,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23,Credit Card,Fortnightly,46,8,2,Blouse
130,31,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35,Credit Card,Weekly,46,8,2,Pants
130,93,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months,46,8,2,Pants
130,40,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,46,8,2,Blouse
130,32,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,41,Venmo,Fortnightly,46,8,2,Dress
130,27,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27,Venmo,Weekly,46,8,2,Sunglasses
130,68,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly,46,8,2,Pants
131,59,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,23,Venmo,Annually,59,9,2,Pants
131,36,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Monthly,59,9,2,Pants
131,23,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,59,9,2,Jeans
131,80,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,6,PayPal,Quarterly,59,9,2,Pants
131,37,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly,59,9,2,Backpack
131,52,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly,59,9,2,Shirt
132,79,M,Olive,Fall,5,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly,70,8,2,Belt
132,68,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly,70,8,2,Shirt
132,98,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39,Venmo,Bi-Weekly,70,8,2,Blouse
132,83,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly,70,8,2,Dress
132,83,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly,70,8,2,Pants
132,55,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,70,8,2,Pants
133,26,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly,50,4,2,Pants
133,76,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,50,4,2,Sunglasses
133,85,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly,50,4,2,Sweater
133,89,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,50,4,2,Pants
133,41,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly,50,4,2,Sweater
134,30,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly,63,3,2,Pants
135,53,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly,39,5,1,Shirt
135,66,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,39,5,1,Shirt
136,33,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually,69,6,1,Jewelry
136,86,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually,69,6,1,Sunglasses
136,60,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly,69,6,1,Pants
137,62,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Annually,39,8,1,Shirt
137,74,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months,39,8,1,Blouse
137,95,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,39,8,1,Belt
137,25,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually,39,8,1,Sneakers
137,59,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months,39,8,1,Shirt
137,29,M,Brown,Summer,4,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly,39,8,1,Pants
